GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES,ORG_NAME
E87007,W11 2SE,08Y,Q71,Y56,7512,3881,3631,WESTBOURNE GROVE MEDICAL CENTRE
E87008,W2 1LQ,09A,Q71,Y56,9002,4597,4405,PADDINGTON GREEN HEALTH CENTRE
E87009,W2 6HF,08Y,Q71,Y56,4320,2242,2078,THE GARWAY MEDICAL PRACTICE
E87010,W9 1HT,09A,Q71,Y56,6782,3582,3200,MAIDA VALE MEDICAL CENTRE
E87011,NW8 8EG,09A,Q71,Y56,7608,3910,3698,LISSON GROVE HEALTH CENTRE
E87013,SW7 5RB,08Y,Q71,Y56,9475,4551,4924,STANHOPE MEWS SURGERY
E87014,SW1V 2HF,09A,Q71,Y56,9062,4692,4370,WESTMINSTER AND PIMLICO HEALTH CENTRE
E87016,W11 3SL,08Y,Q71,Y56,8895,4245,4650,HOLLAND PARK SURGERY
E87017,W9 1PP,09A,Q71,Y56,2523,1486,1037,NORTH WEST LONDON MEDICAL CENTRE
E87021,W9 3JJ,08Y,Q71,Y56,3715,1849,1866,SHIRLAND ROAD MEDICAL CENTRE
E87024,W10 5PG,08Y,Q71,Y56,5026,2717,2309,THE GOLBORNE MEDICAL CENTRE
E87026,W10 5NT,08Y,Q71,Y56,2886,1569,1317,MEANWHILE GARDEN MEDICAL CENTRE
E87029,W11 4LA,08Y,Q71,Y56,7563,3471,4092,PORTLAND ROAD PRACTICE
E87034,SW1V 3EB,09A,Q71,Y56,5126,2519,2607,MARVEN MEDICAL PRACTICE
E87037,W2 2HL,09A,Q71,Y56,6352,3257,3095,CONNAUGHT SQUARE PRACTICE
E87038,W9 3QT,08Y,Q71,Y56,4805,2500,2305,ELGIN CLINIC
E87043,SW7 4HJ,08Y,Q71,Y56,6016,2828,3188,EMPEROR'S GATE CENTRE FOR HEALTH
E87045,WC2H 9AA,09A,Q71,Y56,2730,1513,1217,COVENT GARDEN MEDICAL CENTRE
E87046,W9 1NH,09A,Q71,Y56,7348,3440,3908,THE RANDOLPH SURGERY
E87047,SW5 9AD,08Y,Q71,Y56,5706,3153,2553,EARLS COURT MEDICAL CENTRE
E87048,SW7 4NQ,08Y,Q71,Y56,3086,1687,1399,ROSARY GARDEN SURGERY
E87050,W11 1QT,08Y,Q71,Y56,1732,864,868,THE PRACTICE BEACON
E87052,W2 1ND,09A,Q71,Y56,2917,1657,1260,CROMPTON MEDICAL CENTRE
E87055,SW5 9JZ,08Y,Q71,Y56,2288,1231,1057,THE SURGERY
E87057,W10 4LY,08Y,Q71,Y56,3176,1716,1460,NAGARAJAN QUEENS PARK HEALTH CENTRE
E87061,W11 3EP,08Y,Q71,Y56,9916,4795,5121,THE PEMBRIDGE VILLAS SURGERY
E87063,SW10 0UD,08Y,Q71,Y56,9324,4080,5244,KINGS ROAD MEDICAL CENTRE
E87065,W11 2EH,08Y,Q71,Y56,2916,1379,1537,THE NOTTING HILL MEDICAL CENTRE
E87066,W1T 6EU,09A,Q71,Y56,7520,4143,3377,FITZROVIA MEDICAL CENTRE
E87067,W11 1PA,08Y,Q71,Y56,6139,3002,3137,COLVILLE HEALTH CENTRE
E87069,W1D 3QS,09A,Q71,Y56,2521,1574,947,SOHO CENTRE FOR HEALTH AND CARE
E87070,W1H 2HJ,09A,Q71,Y56,3941,2160,1781,CRAWFORD STREET SURGERY
E87071,SW7 2SU,08Y,Q71,Y56,2410,1119,1291,THE SURGERY
E87609,NW8 9NH,09A,Q71,Y56,12474,5733,6741,ST JOHNS WOOD MEDICAL PRACTICE
E87630,W2 1RU,08Y,Q71,Y56,2422,1316,1106,MILNE HOUSE MEDICAL CENTRE
E87637,W2 5EH,08Y,Q71,Y56,4547,2243,2304,FLUXMAN HARROW ROAD HEALTH CENTRE
E87648,W1K 5LS,09A,Q71,Y56,2070,1240,830,MAYFAIR MEDICAL CENTRE
E87649,W8 6PR,08Y,Q71,Y56,2229,1281,948,THE SURGERY
E87663,W9 1NZ,09A,Q71,Y56,2807,1676,1131,THIRD FLOOR LANARK ROAD MEDICAL CENTRE
E87665,SW3 5RR,08Y,Q71,Y56,3634,1677,1957,THE CHELSEA PRACTICE
E87670,W2 1NR,08Y,Q71,Y56,1890,1120,770,WEST TWO HEALTH CENTRE
E87677,SW7 1LY,09A,Q71,Y56,13357,8946,4411,IMPERIAL COLLEGE HEALTH CENTRE
E87681,W2 5LT,09A,Q71,Y56,8480,4449,4031,NEWTON MEDICAL CENTRE
E87682,W2 3QA,08Y,Q71,Y56,7927,4361,3566,BAYSWATER MEDICAL CENTRE
E87691,SW1P 3PA,09A,Q71,Y56,251,189,62,WESTMINSTER SCHOOL
E87694,SW1W 0QH,09A,Q71,Y56,248,142,106,THE ROYAL MEWS SURGERY
E87699,W11 1PA,08Y,Q71,Y56,3074,1640,1434,THE COLVILLE HEALTH CENTRE
E87701,W8 6EG,08Y,Q71,Y56,8089,3955,4134,THE ABINGDON HEALTH CENTRE
E87702,SW7 4QS,08Y,Q71,Y56,1428,814,614,THE SURGERY
E87705,SW3 3JD,08Y,Q71,Y56,3298,1585,1713,DR ROSE'S PRACTICE
E87706,W11 4ES,08Y,Q71,Y56,3883,2166,1717,THE FORELAND MEDICAL CENTRE
E87711,SW3 4SR,08Y,Q71,Y56,297,286,11,ROYAL HOSPITAL CHELSEA
E87714,W1D 3HZ,09A,Q71,Y56,4026,2387,1639,SOHO SQUARE GENERAL PRACTICE
E87715,W8 5SX,08Y,Q71,Y56,5885,2893,2992,SCARSDALE MEDICAL CENTRE
E87717,W1G 6BB,09A,Q71,Y56,1382,920,462,HARLEY STREET MEDICAL CENTRE
E87718,SW3 6PX,08Y,Q71,Y56,3147,1569,1578,THE SURGERY
E87720,W14 8HW,08Y,Q71,Y56,7110,3557,3553,KENSINGTON PARK MEDICAL CENTRE
E87722,W2 3ET,08Y,Q71,Y56,3116,1660,1456,LANCASTER GATE MEDICAL CENTRE
E87723,W9 2AF,08Y,Q71,Y56,5385,2741,2644,NEW ELGIN PRACTICE
E87727,W11 4EG,08Y,Q71,Y56,1687,894,793,THE SURGERY
E87733,W10 6DZ,08Y,Q71,Y56,3220,1621,1599,THE EXMOOR SURGERY
E87735,W10 4LY,08Y,Q71,Y56,1411,751,660,LAI CHUNG FONG QUEENS PARK HEALTH CENTRE
E87737,NW1 5LT,09A,Q71,Y56,8537,4312,4225,MARYLEBONE HEALTH CENTRE
E87738,SW1X 0ET,08Y,Q71,Y56,8570,4228,4342,KNIGHTSBRIDGE MEDICAL CENTRE
E87739,SW1P 4EN,09A,Q71,Y56,6293,3216,3077,MILLBANK MEDICAL CENTRE
E87740,SW1P 2BG,09A,Q71,Y56,1589,1359,230,THE DOCTOR HICKEY SURGERY
E87741,W9 3XZ,09A,Q71,Y56,3759,1791,1968,WOODFIELD ROAD MEDICAL CENTRE
E87742,W10 5NT,08Y,Q71,Y56,2524,1380,1144,THE GOLBORNE MEDICAL CENTRE
E87745,W1G 9TQ,09A,Q71,Y56,5566,2831,2735,CAVENDISH HEALTH CENTRE
E87746,SW5 0EA,08Y,Q71,Y56,2490,1429,1061,BROMPTON MEDICAL CENTRE
E87750,SW5 9JA,08Y,Q71,Y56,1611,924,687,THE SURGERY
E87751,W10 4NJ,08Y,Q71,Y56,2273,1178,1095,SRIKRISHNAMURTHY HARROW ROAD SURGERY
E87753,SW1W 8NA,09A,Q71,Y56,6552,3014,3538,DR VICTORIA MUIR'S PRACTICE
E87754,NW8 9SP,09A,Q71,Y56,6732,3284,3448,WELLINGTON HEALTH CENTRE
E87755,W10 4LY,08Y,Q71,Y56,2295,1318,977,AHMED N QUEENS PARK HEALTH CENTRE
E87756,W9 1NZ,09A,Q71,Y56,3394,1958,1436,GROUND FLOOR LANARK MEDICAL CENTRE
E87762,SW10 0LR,08Y,Q71,Y56,3309,1698,1611,THE GOOD PRACTICE
E87768,WC2R 2LS,09A,Q71,Y56,9140,4017,5123,KINGS COLLEGE HEALTH CENTRE
E87772,W1F 8FL,09A,Q71,Y56,418,345,73,GREAT CHAPEL STREET
F81001,SS7 4EA,99F,Q57,Y55,11607,5640,5967,DR HISCOCK & PARTNERS
F81003,SS2 6LR,99G,Q57,Y55,4061,2093,1968,DRS. VERGHESE & KHAN
F81004,CM22 7EH,07H,Q57,Y55,9117,4489,4628,THE EDEN SURGERIES
F81005,CO3 4RY,06T,Q57,Y55,8463,4174,4289,SHRUB END SURGERY
F81006,SS16 4HD,99E,Q57,Y55,6639,3377,3262,CLAYHILL MEDICAL PRACTICE
F81007,SS4 1AY,99F,Q57,Y55,12240,5892,6348,"DR PUZEY,DR KOTHARI AND DR NANDA"
F81009,CB10 1EJ,07H,Q57,Y55,9947,4859,5088,THE GOLD STREET SURGERY
F81010,RM15 4AD,07G,Q57,Y55,11733,5865,5868,DR LEIGHTON L PRACTICE
F81011,CO5 9AG,06Q,Q57,Y55,4921,2408,2513,KELVEDON & FEERING HEALTH CENTRE
F81012,CO5 8RA,06T,Q57,Y55,7665,3745,3920,WEST MERSEA SURGERY
F81013,CM12 9DX,99E,Q57,Y55,10362,5018,5344,WESTERN ROAD SURGERY
F81014,CM7 9AA,06Q,Q57,Y55,15930,7913,8017,ST. LAWRENCE MEDICAL PRACTICE
F81015,CB10 1BP,07H,Q57,Y55,6681,3250,3431,RECTORY PRACTICE
F81016,CM19 5SJ,07H,Q57,Y55,5135,2557,2578,BARBARA CASTLE HEALTH CENTRE
F81017,CO14 8PA,06T,Q57,Y55,10052,4767,5285,WALTON MEDICAL CENTRE
F81018,CO15 4DA,06T,Q57,Y55,7682,3715,3967,GREAT CLACTON MEDICAL PRACTICE
F81019,CO12 4EX,06T,Q57,Y55,17708,8704,9004,MAYFLOWER MEDICAL CENTRE
F81020,CM7 4BQ,06Q,Q57,Y55,6847,3415,3432,THE FRESHFORD PRACTICE
F81021,CO7 8PJ,06T,Q57,Y55,8469,4178,4291,THE HOLLIES
F81022,CM9 5DF,06Q,Q57,Y55,14362,6903,7459,LONGFIELD MEDICAL CENTRE
F81023,CM14 5WF,99E,Q57,Y55,12128,6015,6113,BEECHWOOD SURGERY
F81024,CM1 4UU,06Q,Q57,Y55,5923,2968,2955,DICKENS PLACE
F81025,SS16 5AD,99E,Q57,Y55,8580,4271,4309,DR GC CHAJED'S PRACTICE
F81026,CO13 9JT,06T,Q57,Y55,8191,3796,4395,CARADOC SURGERY
F81027,CM18 7LU,07H,Q57,Y55,18019,8867,9152,LISTER MEDICAL CENTRE
F81028,CO7 9PP,06T,Q57,Y55,8384,4133,4251,WIVENHOE SURGERY
F81029,SS16 5SB,99E,Q57,Y55,5733,2802,2931,DR DEGUN & DR MACAULAY
F81030,CM8 1BH,06Q,Q57,Y55,16699,8087,8612,FERN HOUSE SURGERY
F81031,SS13 1AJ,99E,Q57,Y55,7407,3737,3670,DR M ASLAM'S PRACTICE
F81032,SS7 3PR,99F,Q57,Y55,2385,1207,1178,P A PATEL SURGERY
F81033,SS11 7DD,99E,Q57,Y55,2924,1487,1437,SWAN LANE SURGERY
F81034,CB11 3PY,07H,Q57,Y55,8060,3994,4066,NEWPORT SURGERY
F81035,CM2 9LG,06Q,Q57,Y55,8064,4000,4064,MOULSHAM LODGE SURGERY
F81036,SS12 9NR,99E,Q57,Y55,14104,6891,7213,ROBERT FREW MEDICAL CENTRE
F81037,CO15 3PP,06T,Q57,Y55,10086,4892,5194,EAST LYNNE MEDICAL CENTRE
F81038,CM15 8AQ,99E,Q57,Y55,13515,6506,7009,TILE HOUSE SURGERY
F81040,CM4 9NF,06Q,Q57,Y55,3859,1920,1939,STOCK SURGERY
F81041,SS12 0AN,99E,Q57,Y55,9978,4888,5090,LONDON ROAD SURGERY
F81042,CO1 2QS,06T,Q57,Y55,8613,4170,4443,CASTLE GARDENS MEDICAL CENTRE
F81043,CM16 6TL,07H,Q57,Y55,18660,9002,9658,THE LIMES MEDICAL CENTRE
F81044,CO7 7LD,06T,Q57,Y55,6895,3327,3568,THE ARDLEIGH SURGERY
F81045,CM12 0AH,99E,Q57,Y55,2894,1458,1436,DR N DABAS'S PRACTICE
F81046,SS9 5UU,99G,Q57,Y55,4780,2365,2415,DR KRISHNAN
F81047,CM18 6LY,07H,Q57,Y55,9515,4687,4828,THE HAMILTON PRACTICE
F81048,IG10 1HW,07H,Q57,Y55,12338,5938,6400,LOUGHTON HEALTH CENTRE
F81049,CM5 0AL,07H,Q57,Y55,10105,4907,5198,ONGAR HEALTH CENTRE
F81051,SS8 9SU,99F,Q57,Y55,7240,3645,3595,THIRD AVENUE HEALTH CENTRE
F81052,CO15 1DA,06T,Q57,Y55,14011,6599,7412,ST.JAMES SURGERY
F81053,CM24 8JS,07H,Q57,Y55,8887,4394,4493,STANSTED SURGERY
F81055,CM13 2NL,99E,Q57,Y55,13813,6754,7059,MOUNT AVENUE SURGERY
F81056,CM17 0AX,07H,Q57,Y55,8118,4015,4103,OLD HARLOW HEALTH CENTRE
F81057,CM1 3RW,06Q,Q57,Y55,12158,5889,6269,WHITLEY HOUSE SURGERY
F81060,SS14 2ER,99E,Q57,Y55,4345,2039,2306,DR NG NEWPORT'S PRACTICE
F81061,SS5 6JH,99F,Q57,Y55,6852,3417,3435,CONNER & PARTNERS
F81062,IG6 2TA,07H,Q57,Y55,8389,4079,4310,CHIGWELL MEDICAL CENTRE
F81065,SS6 9HR,99F,Q57,Y55,4364,2153,2211,WILLIAM HARVEY SURGERY
F81066,SS5 5HQ,99F,Q57,Y55,5702,2757,2945,THE GREENSWARD SURGERY
F81067,CO3 4LN,06T,Q57,Y55,14854,7179,7675,AMBROSE AVENUE GROUP PRACTICE
F81068,CO9 1EX,06Q,Q57,Y55,15778,7751,8027,THE ELIZABETH COURTAULD SURGERY
F81069,CO3 0PZ,06T,Q57,Y55,6892,3385,3507,WINSTREE MEDICAL PRACTICE
F81070,SS8 0JA,99F,Q57,Y55,6375,3186,3189,GRAFTON SURGERY
F81071,CM1 1TR,06Q,Q57,Y55,11836,5827,6009,RIVERMEAD GATE MED.CTR.
F81072,CM16 4DA,07H,Q57,Y55,6622,3235,3387,"HIGH STREET SURGERY, EPPING"
F81073,SS0 9PT,99G,Q57,Y55,3692,1905,1787,DR BHATTACHARJEE
F81074,CM1 2DY,06Q,Q57,Y55,6267,3037,3230,MELBOURNE HOUSE SURGERY
F81075,SS7 2NA,99F,Q57,Y55,12478,6037,6441,THE HOLLIES
F81076,CM9 8RG,06Q,Q57,Y55,3901,2013,1888,THE TOLLESBURY PRACTICE
F81078,CM17 9TG,07H,Q57,Y55,10539,5155,5384,CHURCH LANGLEY MEDICAL PRACTICE
F81079,CO4 3HS,06T,Q57,Y55,10957,5383,5574,PARSONS HEATH MEDICAL CENTRE
F81080,CM12 0BJ,99E,Q57,Y55,12734,6132,6602,THE BILLERICAY MEDICAL PRACTICE
F81081,SS1 2AB,99G,Q57,Y55,24394,12354,12040,DR PELTA
F81082,RM18 8SD,07G,Q57,Y55,4893,2443,2450,THE RIGG-MILNER MEDICAL CENTRE
F81083,CM2 0DB,06Q,Q57,Y55,11569,5627,5942,BEAUCHAMP HOUSE
F81084,RM16 4JD,07G,Q57,Y55,5031,2441,2590,DR MOHILE RV PRACTICE
F81085,CM15 8AB,99E,Q57,Y55,13806,6729,7077,"DR A NAEEM & PARTNERS,THE NEW SURGERY"
F81086,SS2 4UB,99G,Q57,Y55,7005,3531,3474,DR IRLAM & PARTNERS
F81087,CM7 9BY,06Q,Q57,Y55,13033,6368,6665,MOUNT CHAMBERS
F81088,SS17 8HD,07G,Q57,Y55,2456,1304,1152,DR ROY M PRACTICE
F81089,SS3 0HX,99F,Q57,Y55,10274,5060,5214,WAKERING MEDICAL CTR.
F81090,CM6 1AQ,07H,Q57,Y55,9387,4588,4799,ANGEL LANE SURGERY
F81091,CO1 2RW,06T,Q57,Y55,8239,4007,4232,EAST HILL SURGERY
F81092,SS2 6RL,99G,Q57,Y55,4167,2126,2041,DR SOORIAKUMARAN
F81094,CO1 1DZ,06T,Q57,Y55,13268,6553,6715,NORTH HILL MEDICAL GROUP
F81095,CO2 7UW,06T,Q57,Y55,10928,5444,5484,ABBEY FIELD MEDICAL CENTRE
F81096,SS8 0JA,99F,Q57,Y55,10718,5155,5563,OAKLANDS SURGERY
F81097,SS0 8BU,99G,Q57,Y55,14083,7058,7025,THE VALKYRIE SURGERY
F81098,CM1 3EH,06Q,Q57,Y55,7858,3807,4051,THE WRITTLE SURGERY
F81099,CM9 5GP,06Q,Q57,Y55,14266,7035,7231,BLACKWATER MEDICAL CENTRE
F81100,CM3 4QA,06Q,Q57,Y55,11157,5513,5644,DANBURY MEDICAL CENTRE
F81101,SS7 1LT,99F,Q57,Y55,5877,2902,2975,ESSEX WAY SURGERY
F81102,CM15 8NN,99E,Q57,Y55,6300,3074,3226,ROCKLEIGH COURT SURGERY
F81104,CM12 9LR,99E,Q57,Y55,4548,2267,2281,CHAPEL STREET SURGERY
F81105,CM3 3LL,06Q,Q57,Y55,16994,8281,8713,LITTLE WALTHAM & GT NOTLEY SURGERY
F81106,CM18 6LY,07H,Q57,Y55,9670,4722,4948,THE ROSS PRACTICE
F81108,SS15 5TR,99E,Q57,Y55,13277,6416,6861,DR RB MARSHALL & PARTNERS
F81109,CO2 9LA,06T,Q57,Y55,5971,2640,3331,LAYER ROAD SURGERY
F81110,RM18 8EB,07G,Q57,Y55,2327,1160,1167,DR SUNTHARALINGAM R PRACTICE
F81111,CM22 6LA,07H,Q57,Y55,5496,2742,2754,ELSENHAM SURGERY
F81112,SS9 2SQ,99G,Q57,Y55,11127,5300,5827,DR HOUSTON
F81113,RM16 6RS,07G,Q57,Y55,15404,7494,7910,DR ABELA T PRACTICE
F81114,CM2 7EZ,06Q,Q57,Y55,11594,5631,5963,BADDOW VILLAGE SURGERY
F81115,CO2 7GH,06T,Q57,Y55,11501,5605,5896,CREFFIELD MEDICAL CENTRE
F81116,CO7 0DT,06T,Q57,Y55,9953,4918,5035,COLNE MEDICAL CENTRE
F81117,CM2 7PY,06Q,Q57,Y55,11871,5887,5984,SUTHERLAND LODGE SURGERY
F81118,CM6 1BH,07H,Q57,Y55,13806,6727,7079,JOHN TASKER HOUSE SURGERY
F81119,CO6 2SW,06Q,Q57,Y55,7769,3793,3976,THE PUMP HOUSE SURGERY
F81120,CM20 3AX,07H,Q57,Y55,12995,6325,6670,NUFFIELD HOUSE HEALTH CENTRE
F81121,SS1 3HD,99G,Q57,Y55,6512,3121,3391,DR AGHA
F81122,CM1 4HW,06Q,Q57,Y55,8574,4202,4372,TENNYSON HOUSE SURGERY
F81123,SS6 7JF,99F,Q57,Y55,19291,9372,9919,AUDLEY MILLS SURGERY
F81125,SS6 7DY,99F,Q57,Y55,15345,7524,7821,CHURCH VIEW SURGERY
F81126,CM0 8SJ,06Q,Q57,Y55,9363,4688,4675,BURNHAM SURGERY
F81127,CM1 7PE,06Q,Q57,Y55,10806,5265,5541,HUMBER ROAD SURGERY
F81128,SS9 5UU,99G,Q57,Y55,10503,5064,5439,EASTWOOD GROUP PRACTICE
F81129,CO1 2DL,06T,Q57,Y55,7335,3586,3749,WIMPOLE ROAD SURGERY
F81130,CM0 7AY,06Q,Q57,Y55,5935,2938,2997,WILLIAM FISHER MED.CTR.
F81131,CM6 2QN,07H,Q57,Y55,7180,3506,3674,THAXTED SURGERY
F81132,CM7 2AE,06Q,Q57,Y55,17751,8652,9099,BLANDFORD MEDICAL CENTRE
F81133,CO5 0HB,06T,Q57,Y55,11345,5500,5845,TIPTREE MEDICAL CENTRE
F81134,RM15 6PR,07G,Q57,Y55,7111,3500,3611,DR AMANDA M DAVIES & DR C S JAYAKUMAR
F81136,IG10 4JA,07H,Q57,Y55,3479,1737,1742,"HIGH ROAD, LOUGHTON"
F81137,RM16 3ET,07G,Q57,Y55,7464,3658,3806,DR D'MELLO JMT PRACTICE
F81138,CO9 3HT,06Q,Q57,Y55,3289,1637,1652,HILTON HOUSE
F81141,CO5 7HP,06T,Q57,Y55,10368,5198,5170,ROWHEDGE SURGERY
F81142,SS7 4EA,99F,Q57,Y55,6282,3094,3188,R M PATEL PRACTICE
F81144,SS9 3NG,99G,Q57,Y55,16247,7668,8579,THE PALL MALL SURGERY
F81147,SS0 7AF,99G,Q57,Y55,4924,2495,2429,"DR GEORGE & PARTNERS, CENTRAL SURGERY"
F81149,CM3 3DX,06Q,Q57,Y55,12230,6070,6160,THE LAURELS SURGERY
F81150,SS15 5HL,99E,Q57,Y55,7430,3637,3793,BALLARDS WALK SURGERY
F81151,SS13 3HQ,99E,Q57,Y55,4276,2202,2074,MALLING HEALTH - DIPPLE MEDICAL CENTRE
F81152,IG10 2NH,07H,Q57,Y55,10192,4868,5324,FOREST PRACTICE
F81153,SS17 0PH,07G,Q57,Y55,12829,6052,6777,DR TRESIDDER NJ PRACTICE
F81155,RM17 5NS,07G,Q57,Y55,5115,2502,2613,DR BANSAL A PRACTICE
F81156,CO15 1NJ,06T,Q57,Y55,7629,3720,3909,RANWORTH SURGERY
F81157,CO15 5UW,06T,Q57,Y55,5370,2529,2841,THE FRINTON ROAD MED CTR
F81158,SS13 3HQ,99E,Q57,Y55,3697,1746,1951,DR NASAH & PARTNERS
F81159,SS1 1NX,99G,Q57,Y55,3381,1689,1692,SIDDIQUE & AGHA
F81162,CO9 3BY,06Q,Q57,Y55,2082,1047,1035,CASTLE HEDINGHAM SURGERY
F81163,CM4 0FA,99E,Q57,Y55,6404,3161,3243,THE NEW FOLLY SURGERY
F81164,SS0 7AF,99G,Q57,Y55,7749,3755,3994,WEST ROAD SURGERY
F81165,IG9 5LT,07H,Q57,Y55,4520,2248,2272,PALMERSTON ROAD SURGERY
F81168,SS16 4QX,99E,Q57,Y55,3603,1825,1778,SOUTHVIEW PARK SURGERY
F81169,IG9 5LP,07H,Q57,Y55,7371,3553,3818,KINGS MEDICAL CENTRE
F81170,CM3 5QH,06Q,Q57,Y55,4206,2122,2084,KINGSWAY SURGERY
F81172,IG10 1SZ,07H,Q57,Y55,6727,3350,3377,TRAPS HILL SURGERY
F81173,CM8 1TE,06Q,Q57,Y55,6131,3023,3108,DOUGLAS GROVE SURGERY
F81176,SS2 4EQ,99G,Q57,Y55,2218,1149,1069,DR NK SHAH
F81177,SS17 0BY,07G,Q57,Y55,2770,1387,1383,DR DESHPANDE AM PRACTICE
F81180,CM1 6FF,06Q,Q57,Y55,7449,3678,3771,MOUNTBATTEN HOUSE SURGERY
F81181,CM20 1DS,07H,Q57,Y55,13504,6693,6811,ADDISON HOUSE - HAQUE PRACTICE
F81183,CM0 7TH,06Q,Q57,Y55,2713,1357,1356,TILLINGHAM MED CENTRE
F81184,RM4 1UH,07H,Q57,Y55,3646,1806,1840,ABRIDGE SURGERY
F81185,CM3 5ZT,06Q,Q57,Y55,4943,2442,2501,THE PRACTICE SOUTH WOODHAM FERRERS
F81186,SS13 1PN,99E,Q57,Y55,5476,2704,2772,DR KK ABRAHAM'S PRACTICE
F81192,RM16 2AP,07G,Q57,Y55,9478,4657,4821,DR HEADON OT PRACTICE
F81193,CM8 2UX,06Q,Q57,Y55,4846,2409,2437,WITHAM HEALTH CENTRE
F81195,CB9 7ED,07H,Q57,Y55,2380,1216,1164,STEEPLE BUMPSTEAD SURGERY
F81197,RM15 5SZ,07G,Q57,Y55,2539,1253,1286,DR BELLWORTHY SV PRACTICE
F81198,SS17 8LB,07G,Q57,Y55,2572,1272,1300,DR PATTARA & DR RAJA
F81200,SS9 3BZ,99G,Q57,Y55,3448,1742,1706,DR SATHANANDAN
F81205,SS8 0EX,99F,Q57,Y55,6039,3111,2928,GHAURI PRACTICE
F81206,RM18 7RB,07G,Q57,Y55,9871,4904,4967,THE SHEHADEH MEDICAL CENTRE
F81207,SS0 7HN,99G,Q57,Y55,1610,922,688,DR BEKAS
F81209,SS1 3AN,99G,Q57,Y55,2290,1168,1122,THE SHAFTESBURY AVENUE SURGERY
F81210,CB11 4AF,07H,Q57,Y55,5540,2716,2824,BOROUGH LANE SURGERY
F81211,RM17 6SP,07G,Q57,Y55,5716,2799,2917,DR YADAVA N PRACTICE
F81212,CO15 3AU,06T,Q57,Y55,7163,3604,3559,OLD ROAD SURGERY
F81213,CO16 0EA,06T,Q57,Y55,3808,1883,1925,THORPE SURGERY
F81214,SS15 5TR,99E,Q57,Y55,7271,3515,3756,C3 - LAINDON HEALTH CENTRE
F81215,CM15 0HU,99E,Q57,Y55,9048,4503,4545,DEAL TREE HEALTH CENTRE
F81216,IG9 6BN,07H,Q57,Y55,4239,1999,2240,THE RIVER SURGERY
F81218,RM17 6HU,07G,Q57,Y55,2101,1116,985,DR JOSEPH L PRACTICE
F81219,RM17 5HB,07G,Q57,Y55,4513,2274,2239,DR ABEYEWARDENE AK PRACTICE
F81221,CO12 3RS,06T,Q57,Y55,4666,2311,2355,FRONKS RD FAMILY SURGERY
F81222,CM12 0UA,99E,Q57,Y55,4970,2496,2474,QUEENS PARK SURGERY
F81223,SS9 5UU,99G,Q57,Y55,3666,1933,1733,DR MALIK
F81606,CO12 5AD,06T,Q57,Y55,2919,1461,1458,HAREWOOD SURGERY
F81608,EN9 1NP,07H,Q57,Y55,7549,3670,3879,KEYHEALTH MEDICAL CENTRE
F81613,SS3 9BX,99G,Q57,Y55,6912,3415,3497,DR KUMAR
F81618,SS7 5LN,99F,Q57,Y55,3824,1872,1952,HIGH ROAD FAMILY DOCTORS
F81619,CM20 3NT,07H,Q57,Y55,2601,1403,1198,SYDENHAM HOUSE SURGERY
F81622,SS3 9DT,99G,Q57,Y55,2752,1351,1401,DR KHAN
F81623,RM17 6DB,07G,Q57,Y55,2278,1215,1063,KADIM PRIMECARE MEDICAL CENTRE
F81632,RM15 5LP,07G,Q57,Y55,3611,1774,1837,DR YASIN SA PRACTICE
F81633,CO11 2HD,06T,Q57,Y55,3360,1742,1618,LAWFORD SURGERY
F81635,CM8 2DZ,06Q,Q57,Y55,1737,895,842,COLLINGWOOD ROAD SURGERY
F81636,CO4 5LE,06T,Q57,Y55,11784,5759,6025,MILL ROAD SURGERY
F81639,SS0 9TW,99G,Q57,Y55,1049,606,443,DR VELMURUGAN
F81640,SS13 1PN,99E,Q57,Y55,3266,1690,1576,DR J MAMPILLY'S PRACTICE
F81641,RM17 5EZ,07G,Q57,Y55,3213,1645,1568,DR KK MASSON AND DR H MASSON
F81644,SS17 9BG,07G,Q57,Y55,1982,1024,958,DR CHEUNG KK PRACTICE
F81645,SS13 3DW,99E,Q57,Y55,3881,1876,2005,DR PC PATEL'S PRACTICE
F81648,CM12 9LD,99E,Q57,Y55,912,484,428,OAKDIN SURGERY
F81649,SS3 9BX,99G,Q57,Y55,3411,1703,1708,DR SCHEMBRI
F81651,CM11 2RE,99E,Q57,Y55,3175,1591,1584,SOUTH GREEN SURGERY
F81652,RM18 7RJ,07G,Q57,Y55,2698,1385,1313,DR RAMACHANDRAN MK PRACTICE
F81656,SS1 2JJ,99G,Q57,Y55,2946,1529,1417,WARRIOR SQUARE SURGERY
F81661,SS8 0JA,99F,Q57,Y55,1663,872,791,LEIGH BECK SURGERY
F81665,CM2 6ST,06Q,Q57,Y55,4166,2138,2028,CHELMER VILLAGE SURGERY
F81666,SS15 4EZ,99E,Q57,Y55,3572,1765,1807,DR SHARMA & PARTNERS
F81667,SS7 3XF,99F,Q57,Y55,3174,1714,1460,GARDINER PRACTICE
F81669,RM15 5GN,07G,Q57,Y55,4465,2164,2301,DR OKOI HT PRACTICE
F81670,CO15 4UZ,06T,Q57,Y55,2938,1428,1510,EPPING CLOSE
F81672,CO2 7UW,06T,Q57,Y55,3062,1564,1498,PORTLAND MEDICAL PRACTICE
